QQ号码,官方网址,店铺名称,拿货地址,电话
QQ：1040070027,http://shop1033480.k3.cn,宁红鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋130号  ,15858518253
QQ：2434014812,http://nngz.k3.cn,诺诺公主鞋业,拿货地址： 温岭市 夹屿   联夹大道77号  ,13738514999
QQ：3529844072,http://shop1033466.k3.cn,小芳鞋业,拿货地址： 温岭市 夹屿    金施村   牧新路30号  ,13587807273
QQ：643821523,http://shop1033477.k3.cn,百荷鞋厂,拿货地址： 温岭市 夹屿   夹屿新村E幢6号  ,18888185021
QQ：1432844740,http://hfjr.k3.cn,华之秀鞋业,拿货地址： 温岭市 夹屿   欧风路65号  ,15825662767
QQ：1345281167,http://naixueni.k3.cn,耐雪妮鞋业,拿货地址： 温岭市 夹屿   长大村A区75号  ,18658661169 17621177111
QQ：474815211,http://shop1033461.k3.cn,卡伊娜,拿货地址： 温岭市 城北街道   杨家渭新区27幢7号  ,18072515560
QQ：3013088854,http://3088854.k3.cn,康美妮,拿货地址： 温岭市 夹屿   泽楚路22号  ,13606724121
QQ：454981990,http://shop1033441.k3.cn,李欢鞋业,拿货地址： 温岭市 城北街道    沧浦村   后陈村150号  ,13173798087 18667600089
QQ：37627140,http://shop1033379.k3.cn,猫小姐,拿货地址： 温岭市 夹屿   金施村A区97号  ,18006586827
QQ：466267509,http://shop1033456.k3.cn,喜丹奴鞋厂,拿货地址： 温岭市 横峰   下洋林鞋业园2幢15号  ,13705866277 13758699927
QQ：2591767252,http://shop1033422.k3.cn,鑫玥,拿货地址： 温岭市 夹屿   复兴路11号  ,13576278332 13136580809
QQ：619477157,http://shop1033396.k3.cn,云峰鞋业,拿货地址： 温岭市 夹屿   欧风路大西金  ,15879584068
QQ：2311272622,http://aohongyi.k3.cn,澳泓亿,拿货地址： 温岭市 横峰    横石路   横石中路东洋262号  ,15380236973 1835286768615868675965
QQ：648945062,http://shop1030505.k3.cn,沃帆鞋业,拿货地址： 温岭市 夹屿   双峰大道130号  ,13666805995 13521385125
QQ：1259451502,http://shop1033322.k3.cn,健乐鞋业,拿货地址： 温岭市 横峰   下洋林园区路16号  ,13605866570
QQ：466267509,http://shop1033413.k3.cn,允富王鞋厂,拿货地址： 温岭市 横峰    横石路   横石西路106号  ,13867687570
QQ：410720956,http://shop1033285.k3.cn,跳跳糖鞋业,拿货地址： 温岭市 夹屿   金施村B区69号  ,15067646111
QQ：429625743,http://shop1033384.k3.cn,艾诺意鞋业,拿货地址： 温岭市 城北街道   沧浦村工业区9幢2楼  ,17751303899 18068137237
QQ：806510312,http://shop1033398.k3.cn,纯泽鞋业,拿货地址： 温岭市 夹屿    双峰村   南洋路28号  ,15325597792
QQ：2733711591,http://shop1033374.k3.cn,恰到好处女鞋,拿货地址： 温岭市 夹屿    泽楚路   后西汇工业区  ,17681661668 18258665666
QQ：505721675,http://shop1032956.k3.cn,胖胖女鞋,拿货地址： 温岭市 城北街道    万昌村芳田   芳田新村12幢3号  ,13656595173
QQ：853794028,http://shop1033360.k3.cn,对向女鞋,拿货地址： 温岭市 夹屿   金施村A区185号  ,15967777590
QQ：2724795803,http://shop1033369.k3.cn,婉亦鞋业,拿货地址： 温岭市 横峰   前陈一区锦绣路26-1号  ,15267689556
QQ：2285852289,http://shop1033364.k3.cn,铭裕贸易有限公司,拿货地址： 温岭市 夹屿    双峰大道   双峰一区117号2楼  ,13967859381 15759556275
QQ：616181060,http://jiandi.k3.cn,亿熙鞋业(皖湘）,拿货地址： 温岭市 夹屿   泽楚路76-1号  ,13107077318 13135170628
QQ：2502264045,http://shop1033344.k3.cn,兰郡鞋业,拿货地址： 温岭市 城北街道    石粘   山马村  ,15219533919 13575863211
QQ：975008739,http://shop1033351.k3.cn,上海奇牌,拿货地址： 温岭市 横峰    横石路   横石中路447  ,13991317420 18992819405
QQ：374886921,http://shop1033343.k3.cn,新美伦鞋业,拿货地址： 温岭市 夹屿   埭头蔡村新区3号  ,13613999903
QQ：2125387847,http://shop1033318.k3.cn,锦博鞋业,拿货地址： 温岭市 横峰   西洋工业区广福路48号  ,13666816061
QQ：565450624,http://shop1033337.k3.cn,意蕴鞋厂,拿货地址： 温岭市 城北街道   杨家渭新区26幢7号  ,18790110066
QQ：1132028169,http://shop1033342.k3.cn,靓靓妮,拿货地址： 温岭市 城北街道   杨家渭新区9幢6号  ,18694009782
QQ：2814885020,http://shop1033286.k3.cn,桃小范鞋业,拿货地址： 温岭市 城北街道    石粘   北新北路120-1号  ,18072884352
QQ：1187233511,http://shop1033315.k3.cn,慧美鞋库,拿货地址： 温岭市 横峰   七份岸新区36号  ,13523303286 13673621706
QQ：526504919,http://shop1033324.k3.cn,聚宝盆鞋业,拿货地址： 温岭市 夹屿   长大村A区176号  ,18989653267 13736276257
QQ：1624007790,http://shop1033334.k3.cn,唐小姐,拿货地址： 温岭市 夹屿   双峰大道213号  ,13252472011
QQ：1070036766,http://shop1033325.k3.cn,森淼鞋业,拿货地址： 温岭市 夹屿    双峰大道   双峰一区39号  ,13365663113 15357797988
QQ：58059221,http://shop1033313.k3.cn,奕璇鞋业,拿货地址： 温岭市 夹屿   横泾村A区12号  ,18605865856 13568633058
QQ：393917189,http://shop1033203.k3.cn,广丽鞋业,拿货地址： 温岭市 夹屿   金施村新区11号  ,13386579001 15325785609
QQ：40342041,http://shop1033093.k3.cn,依彤鞋业,拿货地址： 温岭市 夹屿   金施村A区97号  ,13958514288 15988995100
QQ：390765317,http://shop1033283.k3.cn,非常完美直营店,拿货地址： 温岭市 夹屿   金施村B区56号  ,13566655940
QQ：848452789,http://shop1033265.k3.cn,舒佳鞋业,拿货地址： 温岭市 城北街道    石粘   南山闸工业区223号  ,13736271100 15868616135
QQ：1170743426,http://shop1033266.k3.cn,家乐鞋业,拿货地址： 温岭市 城北街道   杨家渭22号  ,15356311816 15286961819
QQ：1533383260,http://shop1033198.k3.cn,直爆鞋业,拿货地址： 温岭市 夹屿   金施村小西金56号  ,15398796888
QQ：,http://shop1033259.k3.cn,珂依卡鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋460号  ,15906487421
QQ：2802154167,http://shop1033225.k3.cn,宏浩鞋业,拿货地址： 温岭市 夹屿    双峰大道   双峰一区185号  ,13586068854 18806566458
QQ：714130610,http://shop1033244.k3.cn,泓宇鞋业,拿货地址： 温岭市 夹屿    双峰村   南洋路38号  ,13858622979 13819603099
QQ：1239942013,http://shop1033212.k3.cn,彩色天空,拿货地址： 温岭市 夹屿   联夹大道73号  ,15868612751 15900958257
QQ：2418513682,http://shop1033233.k3.cn,奔放女鞋,拿货地址： 温岭市 夹屿   泽楚路10号  ,15168641562 15888698380
QQ：2026176873,http://shop1033208.k3.cn,温州美芙妮鞋业,拿货地址： 温岭市 横峰   西洋工业区8号  ,13906561878
QQ：574168829,http://shop1033217.k3.cn,纯甄鞋业,拿货地址： 温岭市 夹屿   欧风路2号  ,18358688357 15157618366
QQ：2758712768,http://suolanfu.k3.cn,索兰芙,拿货地址： 温岭市 横峰   东塘工业区广冠路18号  ,15957686280 1322163853013576885193
QQ：516458650,http://shop1033213.k3.cn,慕瑶鞋业,拿货地址： 温岭市 夹屿   联夹大道96号  ,13781502871 18668618527
QQ：342737939,http://shop1033192.k3.cn,唯依鞋坊,拿货地址： 温岭市 夹屿   欧风西路188号  ,13958672622
QQ：768763901,http://shop1033199.k3.cn,金门鞋业,拿货地址： 温岭市 夹屿    泽楚路   后西汇工业区30号  ,13157568121 13157658121
QQ：1090766960,http://shop1033201.k3.cn,精灵女鞋,拿货地址： 温岭市 夹屿   双峰村村部  ,18196691952
QQ：1028744919,http://shop1033170.k3.cn,子涵鞋业,拿货地址： 温岭市 夹屿   夹屿新村C幢27号  ,18658325091 18657678823
QQ：758994112,http://shop1033096.k3.cn,安远步凡,拿货地址： 温岭市 城北街道   万昌村芳田8号  ,13525812009
QQ：2913698998,http://shop1033186.k3.cn,益兴鞋业,拿货地址： 温岭市 夹屿   复兴路56号  ,15150502924
QQ：359311373,http://hongyunxy.k3.cn,鸿运鞋业,拿货地址： 温岭市 夹屿   泽楚路382号  ,13913672431 18756678725
QQ：2389617203,http://shop1033176.k3.cn,敏婷,拿货地址： 温岭市 夹屿   横泾村A区39-1号  ,15958636851 13957680375
QQ：3040840549,http://shop1033141.k3.cn,恒迪鞋业,拿货地址： 温岭市 夹屿   欧风路大西金59-16号  ,18857621905
QQ：513897928,http://shop1033169.k3.cn,百琪鞋业,拿货地址： 温岭市 横峰   小东洋新区278号  ,15868638987
QQ：3030003763,http://shop1033137.k3.cn,鑫洋鞋业,拿货地址： 温岭市 夹屿   复兴路31号  ,13586242144
QQ：348027685,http://shop1033155.k3.cn,美华鞋业,拿货地址： 温岭市 夹屿    金施村   牧新路62号  ,13738391883 13396771321
QQ：289338022,http://shop1033163.k3.cn,欣缘鞋业,拿货地址： 温岭市 夹屿   夹屿新村A幢19号  ,15862135342
QQ：,http://shop1033146.k3.cn,爱登堡鞋业·,拿货地址： 温岭市 城北街道   石粘加油站往温岭方向前进300米  ,13305869667
QQ：53642260,http://shop1033158.k3.cn,韩闺蜜,拿货地址： 温岭市 横峰    横石路   横石中路戴家87号  ,18606056855 15858635969
QQ：1957897181,http://shop1033142.k3.cn,再鞋一坊,拿货地址： 温岭市 横峰    横石路   横石中路287号  ,17187057555 13736519116
QQ：2246812705,http://shop1033038.k3.cn,康柏莱鞋业,拿货地址： 温岭市 城北街道   杨家渭30号  ,13489450151
QQ：3271423340,http://shop1033037.k3.cn,莲雾鞋业,拿货地址： 温岭市 城北街道   杨家渭30号  ,15387871851
QQ：763588514,http://shop1033135.k3.cn,自由港,拿货地址： 温岭市 横峰    横石路   横石中路东洋331号  ,18777056663
QQ：408231438,http://shop1033099.k3.cn,富美足,拿货地址： 温岭市 横峰   西洋新村  ,13738688718 13806577817
QQ：2500628898,http://baoh.k3.cn,宝鸿鞋业,拿货地址： 温岭市 横峰   前陈一区16号  ,13606771757 13587532165
QQ：463902201,http://shop1033122.k3.cn,怡濠鞋业,拿货地址： 温岭市 横峰   前陈一区锦绣路2-9号  ,13184275217
QQ：471193942,http://xinzx.k3.cn,新智轩,拿货地址： 温岭市 横峰   祝家洋工业区30号  ,13486228168 13725322928
QQ：251840735,http://shop1032865.k3.cn,MINI,拿货地址： 温岭市 横峰    横石路   横石东路后洋郑112号  ,18602498673
QQ：1349964114,http://shop1033103.k3.cn,新呢鞋业,拿货地址： 温岭市 夹屿   金施村B区107号  ,15067605031 18857142456
QQ：454182350,http://bajia.k3.cn,百佳伊人,拿货地址： 温岭市 横峰   前陈一区锦绣路28-1号  ,18537076518
QQ：,http://shop1033081.k3.cn,媛之,拿货地址： 温岭市 夹屿   联夹大道8号  ,13606679800 13906563966
QQ：753358611,http://shop1033067.k3.cn,禾木鞋业,拿货地址： 温岭市 夹屿   金施村A区48号  ,13123929229
QQ：1960391685,http://aofuni.k3.cn,澳芙妮鞋业,拿货地址： 温岭市 横峰    横石路   横石中路225号  ,15958650537
QQ：1096069503,http://whmccwshoes.k3.cn,红蔚女鞋厂,拿货地址： 温岭市 夹屿   金施村C区1-2号  ,15157632419 18869991036
QQ：345965634,http://shop1033032.k3.cn,小竹林鞋业,拿货地址： 温岭市 横峰   下洋林建设路58号  ,13073826915
QQ：316428150,http://shop1033040.k3.cn,优创鞋业,拿货地址： 温岭市 夹屿   欧风西路73号  ,17757616682
QQ：1696382142,http://shop1033049.k3.cn,峰雨制鞋,拿货地址： 温岭市 夹屿   横泾村B区25号  ,13736512085
QQ：85996171,http://shop1033030.k3.cn,timi鞋业,拿货地址： 温岭市 夹屿    金施村   牧新路88号  ,15356315988 15325577336
QQ：791397977,http://shop1033033.k3.cn,怡宝女鞋,拿货地址： 温岭市 夹屿   联夹大道28号  ,18205570525
QQ：568872095,http://shop1033020.k3.cn,喜迎门鞋厂,拿货地址： 温岭市 横峰   下洋林128-19号  ,15867087625
QQ：705376452,http://shop1033015.k3.cn,鼎升鞋业,拿货地址： 温岭市 夹屿   金施村B区77号  ,18357721790 15258507775
QQ：348977974,http://shop1033010.k3.cn,兰迪鞋业,拿货地址： 温岭市 横峰    横石路   横石中路137号  ,15355659570 15355651732
QQ：1541416611,http://jddxy.k3.cn,金豆豆鞋业,拿货地址： 温岭市 夹屿   金施村C区91号  ,18969718383 15381505118
QQ：526504919,http://shop1032986.k3.cn,妤妤鞋业,拿货地址： 温岭市 夹屿   长大村A区176号  ,18989653267 13736276257
QQ：1371806833,http://shop1032983.k3.cn,足之亲鞋业,拿货地址： 温岭市 横峰   下洋林  ,15158508556
QQ：838555272,http://shop1032946.k3.cn,台州市鸿森鞋业有限公司,拿货地址： 温岭市 夹屿    金施村   牧新路47号  ,15958680494
QQ：630673686,http://shop1032964.k3.cn,红绣坊,拿货地址： 温岭市 夹屿   长大村A区231号  ,17365218596 15310185692
QQ：2694892473,http://shop1032966.k3.cn,向阳女鞋,拿货地址： 温岭市 城北街道    麻车村   麻车后湾工业区经环路2号  ,13626662729
QQ：239592284,http://shop1032965.k3.cn,江斌女鞋,拿货地址： 温岭市 夹屿   横泾村五区9号  ,15679401512
QQ：690979773,http://shop1032870.k3.cn,靓米猫,拿货地址： 温岭市 横峰   下洋林鞋业园3幢10号  ,13615766177 13106111880
QQ：3295843775,http://shop1032918.k3.cn,美陶鞋业,拿货地址： 温岭市 夹屿   双峰大道213号  ,15797809075 15970672079
QQ：2410627033,http://shop1032931.k3.cn,婕诗琪,拿货地址： 温岭市 夹屿   欧风路  ,18989735551
QQ：951852619,http://shop1032904.k3.cn,风顺鞋业,拿货地址： 温岭市 城北街道    麻车村   麻车后湾工业区经中路6号  ,15214793985
QQ：583691485,http://shop1032909.k3.cn,利隆鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋279号  ,13819667239
QQ：2997488573,http://shop1032883.k3.cn,笑笑制鞋,拿货地址： 温岭市 夹屿   欧风路159号  ,13566429271
QQ：3160619676,http://shop1032875.k3.cn,铭轩鞋厂,拿货地址： 温岭市 横峰   前陈一区锦绣路18号  ,18806557603 18839705271
QQ：2285852289,http://shop1032863.k3.cn,宏裕鞋业,拿货地址： 温岭市 夹屿    双峰大道   双峰一区117号2楼  ,13967859381 15557056650
QQ：952087891,http://shop1032804.k3.cn,品致女鞋,拿货地址： 温岭市 横峰   小东洋新区77号  ,13255761419 15824090307
QQ：1335865526,http://shop1032843.k3.cn,卓诗琪,拿货地址： 温岭市 横峰   七份岸新区41号  ,13526170826
QQ：1007684219,http://shop1032839.k3.cn,酷乐星空,拿货地址： 温岭市 城北街道   沧浦村工业区7幢  ,13566650396 13058738677
QQ：1061314244,http://shop1032824.k3.cn,可妮鞋业,拿货地址： 温岭市 夹屿   横泾村B区60-1号  ,13736264610
QQ：3197951817,http://huayuxieye.k3.cn,华宇鞋业,拿货地址： 温岭市 横峰   前陈五区11号  ,17805863066 15867076269
QQ：3228763208,http://shop1032835.k3.cn,果果家,拿货地址： 温岭市 夹屿   长大村A区223号  ,17858699061 17895737996
QQ：2605848950,http://shop1032803.k3.cn,丽妮鞋业,拿货地址： 温岭市 横峰   石埭东岸20号  ,18158581933 13666851933
QQ： 136175554,http://shop1032814.k3.cn,奕星鞋业,拿货地址： 温岭市 横峰    横石路   横石东路黄泥桥583号  ,15267704079 15573444135
QQ：3098694948,http://shop1032836.k3.cn,潮美女鞋,拿货地址： 温岭市 夹屿   欧风路45号  ,13736696707 1373669670718258621536
QQ：3558681988,http://shop1032815.k3.cn,大罗外贸,拿货地址： 温岭市 城北街道   花桥村7幢7号  ,18674647051 13187101677
QQ：584322017,http://shop1032808.k3.cn,巨博鞋厂（原郎泰鞋业）,拿货地址： 温岭市 城北街道    石粘   振联路6-1号  ,13606862238 15267683838
QQ：1162202402,http://shop1032810.k3.cn,圣菲卡鞋业,拿货地址： 温岭市 横峰   前陈一区锦绣路68号  ,13333881088
QQ：1185287142,http://baligongzhu.k3.cn,北方女孩,拿货地址： 温岭市 夹屿   欧风路2号  ,15757688597
QQ：1923411562,http://shop1032781.k3.cn,友木鞋业,拿货地址： 温岭市 城北街道   杨家渭83号  ,18639901112
QQ：765755077,http://shop1032802.k3.cn,泓仁恩格贸易有限公司,拿货地址： 温岭市 城北街道   横塘小区60幢10号  ,15967631090
QQ：1625242645,http://shop1032788.k3.cn,蜡笔小新,拿货地址： 温岭市 夹屿   池头林6号  ,13306545518 13306541519
QQ：3373860154,http://shop1032745.k3.cn,格利丝鞋业,拿货地址： 温岭市 夹屿   金施村C区19号  ,13967637135
QQ：1037139689,http://shop1032757.k3.cn,福铃女鞋,拿货地址： 温岭市 夹屿   金施村B区143-1号  ,15167753695
QQ：1851209016,http://shop1032739.k3.cn,启辰鞋业,拿货地址： 温岭市 夹屿   金施村新区19号  ,13626604182 13386564992
QQ：1450373457,http://shop1032762.k3.cn,正邦女鞋,拿货地址： 温岭市 城北街道   杨家渭新区18幢3号  ,13958687738 13858663276
QQ：124593746,http://qiaobufan.k3.cn,巧不凡鞋业,拿货地址： 温岭市 横峰    横石路   横石中路戴家33号  ,15067693596
QQ：2820202330,http://shop1032759.k3.cn,采风鞋业,拿货地址： 温岭市 夹屿   欧风西路60-61号  ,18367669202
QQ：812403073,http://shop1032750.k3.cn,百利达鞋业,拿货地址： 温岭市 夹屿   双峰大道21-2号  ,18355732884 13221618982
QQ：1041630202,http://shop1032734.k3.cn,昊业,拿货地址： 温岭市 横峰   前陈新村B区8幢67号  ,15257668813
QQ：3461105428,http://shop1032733.k3.cn,艾米女鞋,拿货地址： 温岭市 夹屿    双峰村   振兴路12号  ,13616672719
QQ：954150338,http://shop1032712.k3.cn,红硕果鞋业直营店,拿货地址： 温岭市 横峰    横石路   横石中路520号  ,17858662739
QQ：360244572,http://shop1032683.k3.cn,一雅,拿货地址： 温岭市 夹屿   金施村A区109号  ,17722665822
QQ：1187233511,http://baokuanxiechang.k3.cn,爆款鞋厂,拿货地址： 温岭市 横峰   七份岸新区36号  ,13523303286
QQ：457857841,http://shop1032682.k3.cn,亿航,拿货地址： 温岭市 夹屿   金施村A区32号  ,13715171744
QQ：420245362,http://shop1032689.k3.cn,千姿阁,拿货地址： 温岭市 横峰    七份岸   七分岸老区35号  ,13486802525
QQ：853794028,http://shop1032643.k3.cn,鸿运鞋服超市,拿货地址： 温岭市 横峰    横石路   横石东路戴家64号  ,15967777590
QQ：2907755895,http://shop1032669.k3.cn,网乐女鞋,拿货地址： 温岭市 夹屿   欧风路大西金59-7号  ,15257685228
QQ：2454746594,http://shop1032530.k3.cn,足尖美,拿货地址： 温岭市 夹屿   横泾村五区52号  ,18973813826 13238761339
QQ：774262387,http://shop1032696.k3.cn,思薇乐,拿货地址： 温岭市 城北街道    万昌村芳田   芳田新村26幢5号  ,13330060958 13870990814
QQ：1766747848,http://shop1032680.k3.cn,双凤鞋业,拿货地址： 温岭市 横峰   前陈新区北路18-2号  ,18211633811
QQ：1026593979,http://shop1032642.k3.cn,卡丽娅时尚女鞋,拿货地址： 温岭市 横峰    横石路   横石中路东洋159号  ,13758607632
QQ：429823316,http://shop1032638.k3.cn,慕丫子女鞋,拿货地址： 温岭市 城北街道    万昌村芳田   芳田新村26幢5号  ,15279127236
QQ：1105488212,http://shop1032645.k3.cn,戚米,拿货地址： 温岭市 夹屿   金施村A区168-169号  ,18815213234
QQ：136236182,http://shop1032587.k3.cn,伊靓步鞋业,拿货地址： 温岭市 城北街道   沧浦村工业区9幢2楼  ,13634255000 15967626373
QQ：1009232113,http://shop1032500.k3.cn,曌梦鞋业,拿货地址： 温岭市 夹屿   联夹大道79号  ,13867655439
QQ：250855736,http://xixigongzhu.k3.cn,茜茜公主,拿货地址： 温岭市 夹屿   欧风路6-3号  ,18367674834 15268890378
QQ：,http://shop1032613.k3.cn,韩姿美鞋业,拿货地址： 温岭市 横峰   东塘工业区长兴街2-10号  ,13958611459
QQ：1131275339,http://shop1032495.k3.cn,恋上脚女鞋,拿货地址： 温岭市 夹屿    双峰大道   双峰一区125号  ,15967091776 1826763481615868634498
QQ：410377157,http://shop1031811.k3.cn,大码女鞋,拿货地址： 温岭市 夹屿   埭头蔡村新区16号  ,13666856787
QQ：1336366635,http://shop1032600.k3.cn,优瑞宝鞋业,拿货地址： 温岭市 城北街道   沧浦村B区8幢2号  ,18858694069
QQ：2530034966,http://shop1032590.k3.cn,潮女女鞋,拿货地址： 温岭市 横峰   前陈二区65号  ,15867607988
QQ：521030329,http://shop1032573.k3.cn,大红鹰女鞋,拿货地址： 温岭市 城北街道   中马路176号  ,13586268069 13586289696
QQ：1244432769,http://shop1032592.k3.cn,野丫头,拿货地址： 温岭市 城北街道    东普村   浦江路136号  ,15238828257
QQ：515439355,http://shuanying.k3.cn,亿烁鞋业,拿货地址： 温岭市 夹屿   金施村A区178号  ,18857621829
QQ：577302956,http://shop1032572.k3.cn,利人鞋业,拿货地址： 温岭市 横峰   下洋林45号  ,15868619332
QQ：505969421,http://shop1032492.k3.cn,焰焰鞋业,拿货地址： 温岭市 夹屿   金施村B区70号  ,15347901525 18267630228
QQ：1830160526,http://shop1032529.k3.cn,百意达鞋业,拿货地址： 温岭市 横峰   下洋林鞋业园11幢12号  ,13758655798
QQ：653812060,http://shop1032507.k3.cn,易隆鑫鞋业,拿货地址： 温岭市 横峰    横石路   横石东路后洋郑209号  ,18167066514 18358614224
QQ：463075776,http://shop1032527.k3.cn,领羊鞋业,拿货地址： 温岭市 夹屿    双峰大道   双峰一区52号  ,15157410080 18857318135
QQ：2751660094,http://shop1032540.k3.cn,吉祥制鞋,拿货地址： 温岭市 夹屿   横泾村五区42-1号  ,18358636473
QQ：2029377920,http://qlzx.k3.cn,温岭市城北欧亚达鞋业有限公司,拿货地址： 温岭市 横峰   下洋林鞋业园4幢  ,15958655938 13736690896
QQ：2636731343,http://dsd.k3.cn,梦菲桐鞋业有限公司,拿货地址： 温岭市 横峰   下洋林鞋业园2幢  ,13357639788 13738515212
QQ：842827546,http://zygnx.k3.cn,紫御阁女鞋,拿货地址： 温岭市 夹屿    金施村   牧新路57号  ,18968501480
QQ：504263872,http://shop1032419.k3.cn,森旺鞋业,拿货地址： 温岭市 夹屿   金施村A区65号  ,13136572176 13736530990
QQ：1432226002,http://shop1032454.k3.cn,程程鞋业,拿货地址： 温岭市 夹屿   金施村B区86号  ,15558135903 18715089629
QQ：2628410733,http://shop1032506.k3.cn,合心意,拿货地址： 温岭市 横峰   前陈六区23号  ,13566672668
QQ：1298934447,http://shop1032528.k3.cn,胡桃猫鞋业,拿货地址： 温岭市 城北街道   高坦村C区59号  ,13566487633
QQ：2157589483,http://shop1032481.k3.cn,美纳斯,拿货地址： 温岭市 夹屿   中兴路47号  ,13732324295 13362626260
QQ：670943164,http://shop1032380.k3.cn,露兰鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋177号  ,18367830791
QQ：1214867828,http://shop1032421.k3.cn,辰信鞋业,拿货地址： 温岭市 城北街道   杨家渭新区2幢16号  ,13758686294 18057622262
QQ：459784357,http://shop1032450.k3.cn,芊澄鞋业,拿货地址： 温岭市 横峰    横石路   横石中路335号  ,13185642166
QQ：2279378426,http://shop1032420.k3.cn,台州市鑫力达鞋业,拿货地址： 温岭市 城北街道    石粘   振兴东路23号  ,15968697844
QQ：28307923,http://212121.k3.cn,温岭市兮立鞋业有限公司,拿货地址： 温岭市 城北街道    万昌村芳田   芳田工业区1号  ,13606668068
QQ：2356857987,http://shop1032440.k3.cn,伊诺鞋业,拿货地址： 温岭市 城北街道   杨家渭23号  ,18815268160
QQ：450340934,http://shop1032426.k3.cn,红人鞋业,拿货地址： 温岭市 夹屿   埭头蔡村新区7号  ,15325651673 18958522357
QQ：30272967,http://shop1032411.k3.cn,梦之园鞋业,拿货地址： 温岭市 城北街道   杨家渭47号  ,15356333376
QQ：571342348,http://shop1032408.k3.cn,女人坊鞋业,拿货地址： 温岭市 夹屿    双峰村   双峰中路22号  ,13323700980
QQ：3415546801,http://shop1032391.k3.cn,欧宇鞋业,拿货地址： 温岭市 横峰   横石路东洋434号  ,13566678741
QQ：3576680685,http://meijinxieye.k3.cn,美今鞋业,拿货地址： 温岭市 横峰   前陈四区36号  ,13695842666
QQ：2518388585,http://haoyunxieye.k3.cn,豪运鞋业,拿货地址： 温岭市 城北街道    沧浦村   九份工业区  ,15990687256
QQ：531196419,http://shop1032394.k3.cn,涵美风尚,拿货地址： 温岭市 夹屿   池头林18号  ,13777631292
QQ：392915189,http://shop1032330.k3.cn,斯妮特,拿货地址： 温岭市 横峰   前陈三区10号  ,18968552901 13666880081
QQ：2608853636,http://ky.k3.cn,开圆鞋业,拿货地址： 温岭市 夹屿   金施村B区101号  ,15858607133 15967662154
QQ：1009232113,http://shop1032375.k3.cn,千禧鞋业,拿货地址： 温岭市 夹屿    金施村   牧新路66号  ,13695806199
QQ：1210841959,http://shop1032377.k3.cn,小姐姐家,拿货地址： 温岭市 横峰   前陈新村B区9幢76号  ,15168661696 17769964696
QQ：1326433731,http://shop1032364.k3.cn,来吧鞋业,拿货地址： 温岭市 城北街道   东普村143号  ,13758688943
QQ：1214608985,http://shop1032353.k3.cn,时尚女孩鞋厂,拿货地址： 温岭市 城北街道   万昌村芳田5号  ,15967066156
QQ：1253791389,http://shop1032363.k3.cn,天琪鞋业,拿货地址： 温岭市 横峰   前陈新村B区11幢91号  ,18806576502
QQ：1194009918,http://shop1032337.k3.cn,睿熙鞋厂,拿货地址： 温岭市 横峰    横石路   横石中路东洋334号  ,13958623438
QQ：2517468652,http://shop1032340.k3.cn,许小兵鞋业,拿货地址： 温岭市 城北街道   万昌村芳田18号  ,13736290377
QQ：1757154642,http://shop1032343.k3.cn,星艺,拿货地址： 温岭市 横峰    横石路   横石中路东洋281号  ,15757687721
QQ：835946903,http://shop1032329.k3.cn,兴旺女鞋,拿货地址： 温岭市 夹屿   复兴路49号  ,16257628222
QQ：2218617564,http://shop1032298.k3.cn,丽雅鞋厂,拿货地址： 温岭市 夹屿    双峰村   南洋路18号  ,13566466647 13732315755
QQ：2123186042,http://shop1032324.k3.cn,岚风鞋业,拿货地址： 温岭市 夹屿   金施村C区102号  ,18069311106 18069319626
QQ：1922459760,http://shop1032317.k3.cn,晨欣鞋业,拿货地址： 温岭市 夹屿   金施村B区126-1号  ,18505666879
QQ：2318183021,http://shop1032305.k3.cn,奥宝超,拿货地址： 温岭市 横峰    横石路   横石东路戴家20号  ,13136467233
QQ：634288942,http://shop1032308.k3.cn,亿博源鞋业,拿货地址： 温岭市 横峰    横石路   横石中路532号  ,18143441529
QQ：153553754,http://shop1032310.k3.cn,思伟鞋业,拿货地址： 温岭市 夹屿   金施村B区92号  ,13957446609 15157274176
QQ：1532040186,http://shop1032289.k3.cn,丽芙妮,拿货地址： 温岭市 横峰    横石路   横石中路283号  ,15867677760
QQ：1163718693,http://shop1032277.k3.cn,侑缘公主,拿货地址： 温岭市 夹屿   欧风路171号  ,13758697117
QQ：1105040530,http://shop1032269.k3.cn,花之语,拿货地址： 温岭市 横峰   东塘工业区长兴街51-52号  ,13363928980
QQ：517189972,http://shop1032278.k3.cn,顺泰鞋业,拿货地址： 温岭市 夹屿   双峰大道152号  ,18257671626 13736524397
QQ：38850087,http://shop1032280.k3.cn,小鹏鞋业,拿货地址： 温岭市 夹屿   泽楚路48号  ,15988966823
QQ：787796549,http://shop1032271.k3.cn,津致女鞋,拿货地址： 温岭市 城北街道   花桥村  ,15179115455
QQ：120181046,http://shop1032240.k3.cn,凡傲鞋业,拿货地址： 温岭市 城北街道   横塘小区59幢9号  ,15586666888
QQ：290543534,http://shop1032246.k3.cn,倔女人鞋业,拿货地址： 温岭市 横峰   七份岸老区39号  ,13867657036
